"Term","GO","id","level"
"negative regulation of thioredoxin peroxidase activity by peptidyl-threonine phosphorylation","biological_process","GO:1903125",3
"negative regulation of centriole-centriole cohesion","biological_process","GO:1903126",7
"negative regulation of centriole-centriole cohesion","biological_process","GO:1903126",8
"positive regulation of centriole-centriole cohesion","biological_process","GO:1903127",8
"positive regulation of centriole-centriole cohesion","biological_process","GO:1903127",7
"mononuclear cell differentiation","biological_process","GO:1903131",7
"regulation of tube lumen cavitation","biological_process","GO:1903132",5
"regulation of tube lumen cavitation","biological_process","GO:1903132",6
"negative regulation of tube lumen cavitation","biological_process","GO:1903133",6
"negative regulation of tube lumen cavitation","biological_process","GO:1903133",5
"obsolete trehalose catabolic process involved in cellular response to stress","biological_process","GO:1903134",8
"obsolete trehalose catabolic process involved in cellular response to stress","biological_process","GO:1903134",7
"cupric ion binding","molecular_function","GO:1903135",8
"cuprous ion binding","molecular_function","GO:1903136",8
"regulation of cell wall integrity MAPK cascade","biological_process","GO:1903137",7
"regulation of cell wall integrity MAPK cascade","biological_process","GO:1903137",5
"negative regulation of cell wall integrity MAPK cascade","biological_process","GO:1903138",7
"negative regulation of cell wall integrity MAPK cascade","biological_process","GO:1903138",8
"positive regulation of cell wall integrity MAPK cascade","biological_process","GO:1903139",7
"positive regulation of cell wall integrity MAPK cascade","biological_process","GO:1903139",8
"regulation of establishment of endothelial barrier","biological_process","GO:1903140",8
"negative regulation of establishment of endothelial barrier","biological_process","GO:1903141",8
"positive regulation of establishment of endothelial barrier","biological_process","GO:1903142",8
"adrenomedullin receptor complex","cellular_component","GO:1903143",10
"adrenomedullin receptor complex","cellular_component","GO:1903143",8
"actomyosin contractile ring actin filament","cellular_component","GO:1903144",5
"actomyosin contractile ring actin filament","cellular_component","GO:1903144",4
"actin filament of cell cortex of cell tip","cellular_component","GO:1903145",5
"actin filament of cell cortex of cell tip","cellular_component","GO:1903145",9
"regulation of autophagy of mitochondrion","biological_process","GO:1903146",5
"negative regulation of autophagy of mitochondrion","biological_process","GO:1903147",6
"negative regulation of autophagy of mitochondrion","biological_process","GO:1903147",5
"obsolete uracil transmembrane transporter activity involved in uracil import into cell","molecular_function","GO:1903148",2
"obsolete adenine transmembrane transporter activity involved in adenine import into cell","molecular_function","GO:1903149",2
"obsolete calcium ion transmembrane transporter activity involved in calcium ion import into cell","molecular_function","GO:1903150",2
"obsolete carbohydrate transmembrane transporter activity involved in carbohydrate import into cell","molecular_function","GO:1903151",2
"obsolete copper ion transmembrane transporter activity involved in copper ion import into cell","molecular_function","GO:1903152",2
"obsolete ferrous iron transmembrane transporter activity involved in ferrous iron import into cell","molecular_function","GO:1903153",2
"obsolete glucose transmembrane transporter activity involved in glucose import into cell","molecular_function","GO:1903154",2
"obsolete glutathione transmembrane transporter activity involved in glutathione import into cell","molecular_function","GO:1903155",2
"obsolete guanine transmembrane transporter activity involved in guanine import into cell","molecular_function","GO:1903156",2
"obsolete iron ion transmembrane transporter activity involved in iron ion import into cell","molecular_function","GO:1903157",2
"obsolete L-glutamate transmembrane transporter activity involved in L-glutamate import into cell","molecular_function","GO:1903158",2
"obsolete malate transmembrane transporter activity involved in malate import into cell","molecular_function","GO:1903159",2
"obsolete nickel cation transmembrane transporter activity involved in nickel cation import into cell","molecular_function","GO:1903160",2
"obsolete pantothenate transmembrane transporter activity involved in pantothenate import into cell","molecular_function","GO:1903161",2
"obsolete serine transmembrane transporter activity involved in serine import into cell","molecular_function","GO:1903162",2
"obsolete sodium ion transmembrane transporter activity involved in sodium ion import into cell","molecular_function","GO:1903163",2
"obsolete succinate transmembrane transporter activity involved in succinate import into cell","molecular_function","GO:1903164",2
"response to polycyclic arene","biological_process","GO:1903165",6
"cellular response to polycyclic arene","biological_process","GO:1903166",7
"regulation of pyrroline-5-carboxylate reductase activity","biological_process","GO:1903167",5
"positive regulation of pyrroline-5-carboxylate reductase activity","biological_process","GO:1903168",6
"positive regulation of pyrroline-5-carboxylate reductase activity","biological_process","GO:1903168",5
"regulation of calcium ion transmembrane transport","biological_process","GO:1903169",10
"regulation of calcium ion transmembrane transport","biological_process","GO:1903169",8
"negative regulation of calcium ion transmembrane transport","biological_process","GO:1903170",7
"negative regulation of calcium ion transmembrane transport","biological_process","GO:1903170",10
"carbon dioxide homeostasis","biological_process","GO:1903171",6
"cellular carbon dioxide homeostasis","biological_process","GO:1903172",6
"fatty alcohol metabolic process","biological_process","GO:1903173",5
"fatty alcohol catabolic process","biological_process","GO:1903174",6
"fatty alcohol biosynthetic process","biological_process","GO:1903175",6
"regulation of tyrosine 3-monooxygenase activity","biological_process","GO:1903176",6
"negative regulation of tyrosine 3-monooxygenase activity","biological_process","GO:1903177",6
"negative regulation of tyrosine 3-monooxygenase activity","biological_process","GO:1903177",7
"positive regulation of tyrosine 3-monooxygenase activity","biological_process","GO:1903178",6
"positive regulation of tyrosine 3-monooxygenase activity","biological_process","GO:1903178",7
"regulation of dopamine biosynthetic process","biological_process","GO:1903179",8
"regulation of dopamine biosynthetic process","biological_process","GO:1903179",6
"negative regulation of dopamine biosynthetic process","biological_process","GO:1903180",8
"negative regulation of dopamine biosynthetic process","biological_process","GO:1903180",7
"positive regulation of dopamine biosynthetic process","biological_process","GO:1903181",7
"positive regulation of dopamine biosynthetic process","biological_process","GO:1903181",8
"regulation of SUMO transferase activity","biological_process","GO:1903182",6
"regulation of SUMO transferase activity","biological_process","GO:1903182",9
"negative regulation of SUMO transferase activity","biological_process","GO:1903183",9
"negative regulation of SUMO transferase activity","biological_process","GO:1903183",7
"L-dopa metabolic process","biological_process","GO:1903184",6
"L-dopa biosynthetic process","biological_process","GO:1903185",6
"regulation of vitellogenesis","biological_process","GO:1903186",4
"regulation of vitellogenesis","biological_process","GO:1903186",6
"negative regulation of vitellogenesis","biological_process","GO:1903187",5
"negative regulation of vitellogenesis","biological_process","GO:1903187",6
"positive regulation of vitellogenesis","biological_process","GO:1903188",5
"positive regulation of vitellogenesis","biological_process","GO:1903188",6
"glyoxal metabolic process","biological_process","GO:1903189",5
"glyoxal catabolic process","biological_process","GO:1903190",6
"glyoxal biosynthetic process","biological_process","GO:1903191",6
"sesquarterpene metabolic process","biological_process","GO:1903192",8
"sesquarterpene biosynthetic process","biological_process","GO:1903193",8
"regulation of L-dopa biosynthetic process","biological_process","GO:1903195",7
"regulation of L-dopa biosynthetic process","biological_process","GO:1903195",5
"negative regulation of L-dopa biosynthetic process","biological_process","GO:1903196",7
"positive regulation of L-dopa biosynthetic process","biological_process","GO:1903197",7
"regulation of L-dopa decarboxylase activity","biological_process","GO:1903198",6
"negative regulation of L-dopa decarboxylase activity","biological_process","GO:1903199",7
"positive regulation of L-dopa decarboxylase activity","biological_process","GO:1903200",7
"regulation of oxidative stress-induced cell death","biological_process","GO:1903201",6
"regulation of oxidative stress-induced cell death","biological_process","GO:1903201",5
"negative regulation of oxidative stress-induced cell death","biological_process","GO:1903202",6
"regulation of oxidative stress-induced neuron death","biological_process","GO:1903203",6
"regulation of oxidative stress-induced neuron death","biological_process","GO:1903203",7
"negative regulation of oxidative stress-induced neuron death","biological_process","GO:1903204",7
"regulation of hydrogen peroxide-induced cell death","biological_process","GO:1903205",7
"regulation of hydrogen peroxide-induced cell death","biological_process","GO:1903205",6
"negative regulation of hydrogen peroxide-induced cell death","biological_process","GO:1903206",7
"regulation of hydrogen peroxide-induced neuron death","biological_process","GO:1903207",8
"regulation of hydrogen peroxide-induced neuron death","biological_process","GO:1903207",7
"negative regulation of hydrogen peroxide-induced neuron death","biological_process","GO:1903208",8
"positive regulation of oxidative stress-induced cell death","biological_process","GO:1903209",6
"podocyte apoptotic process","biological_process","GO:1903210",8
"protein localization to mating-type region heterochromatin","biological_process","GO:1903212",10
"protein localization to subtelomeric heterochromatin","biological_process","GO:1903213",10
"regulation of protein targeting to mitochondrion","biological_process","GO:1903214",9
"regulation of protein targeting to mitochondrion","biological_process","GO:1903214",7
"negative regulation of protein targeting to mitochondrion","biological_process","GO:1903215",8
"negative regulation of protein targeting to mitochondrion","biological_process","GO:1903215",9
"regulation of protein processing involved in protein targeting to mitochondrion","biological_process","GO:1903216",6
"regulation of protein processing involved in protein targeting to mitochondrion","biological_process","GO:1903216",9
"negative regulation of protein processing involved in protein targeting to mitochondrion","biological_process","GO:1903217",7
"negative regulation of protein processing involved in protein targeting to mitochondrion","biological_process","GO:1903217",9
"regulation of malate dehydrogenase (decarboxylating) (NADP+) activity","biological_process","GO:1903218",5
"negative regulation of malate dehydrogenase (decarboxylating) (NADP+) activity","biological_process","GO:1903219",5
"negative regulation of malate dehydrogenase (decarboxylating) (NADP+) activity","biological_process","GO:1903219",6
"positive regulation of malate dehydrogenase (decarboxylating) (NADP+) activity","biological_process","GO:1903220",5
"positive regulation of malate dehydrogenase (decarboxylating) (NADP+) activity","biological_process","GO:1903220",6
"regulation of mitotic recombination-dependent replication fork processing","biological_process","GO:1903221",7
"regulation of mitotic recombination-dependent replication fork processing","biological_process","GO:1903221",9
"quinolinic acid transmembrane transport","biological_process","GO:1903222",6
"positive regulation of oxidative stress-induced neuron death","biological_process","GO:1903223",7
"regulation of endodermal cell differentiation","biological_process","GO:1903224",5
"regulation of endodermal cell differentiation","biological_process","GO:1903224",7
"negative regulation of endodermal cell differentiation","biological_process","GO:1903225",7
"positive regulation of endodermal cell differentiation","biological_process","GO:1903226",7
"xanthosine metabolic process","biological_process","GO:1903227",8
"xanthosine catabolic process","biological_process","GO:1903228",9
"xanthosine biosynthetic process","biological_process","GO:1903229",9
"obsolete miRNA binding involved in posttranscriptional gene silencing","molecular_function","GO:1903230",2
"mRNA base-pairing post-transcriptional repressor activity","molecular_function","GO:1903231",8
"melanosome assembly","biological_process","GO:1903232",6
"melanosome assembly","biological_process","GO:1903232",7
"regulation of calcium ion-dependent exocytosis of neurotransmitter","biological_process","GO:1903233",5
"regulation of calcium ion-dependent exocytosis of neurotransmitter","biological_process","GO:1903233",7
"negative regulation of calcium ion-dependent exocytosis of neurotransmitter","biological_process","GO:1903234",5
"negative regulation of calcium ion-dependent exocytosis of neurotransmitter","biological_process","GO:1903234",8
"positive regulation of calcium ion-dependent exocytosis of neurotransmitter","biological_process","GO:1903235",8
"positive regulation of calcium ion-dependent exocytosis of neurotransmitter","biological_process","GO:1903235",5
"regulation of leukocyte tethering or rolling","biological_process","GO:1903236",8
"regulation of leukocyte tethering or rolling","biological_process","GO:1903236",6
"negative regulation of leukocyte tethering or rolling","biological_process","GO:1903237",7
"negative regulation of leukocyte tethering or rolling","biological_process","GO:1903237",8
"positive regulation of leukocyte tethering or rolling","biological_process","GO:1903238",8
"positive regulation of leukocyte tethering or rolling","biological_process","GO:1903238",7
"obsolete regulation of positive regulation of the force of heart contraction by chemical signal","biological_process","GO:1903239",NA
"obsolete negative regulation of positive regulation of the force of heart contraction by chemical signal","biological_process","GO:1903240",NA
"U2-type prespliceosome assembly","biological_process","GO:1903241",8
"U2-type prespliceosome assembly","biological_process","GO:1903241",10
"regulation of cardiac muscle hypertrophy in response to stress","biological_process","GO:1903242",8
"regulation of cardiac muscle hypertrophy in response to stress","biological_process","GO:1903242",5
"negative regulation of cardiac muscle hypertrophy in response to stress","biological_process","GO:1903243",7
"negative regulation of cardiac muscle hypertrophy in response to stress","biological_process","GO:1903243",8
"positive regulation of cardiac muscle hypertrophy in response to stress","biological_process","GO:1903244",8
"positive regulation of cardiac muscle hypertrophy in response to stress","biological_process","GO:1903244",7
"obsolete regulation of adrenergic receptor signaling pathway involved in positive regulation of heart rate","biological_process","GO:1903245",8
"obsolete regulation of adrenergic receptor signaling pathway involved in positive regulation of heart rate","biological_process","GO:1903245",5
"obsolete negative regulation of adrenergic receptor signaling pathway involved in positive regulation of heart rate","biological_process","GO:1903246",12
"obsolete negative regulation of adrenergic receptor signaling pathway involved in positive regulation of heart rate","biological_process","GO:1903246",9
"obsolete negative regulation of adrenergic receptor signaling pathway involved in positive regulation of heart rate","biological_process","GO:1903246",6
"obsolete negative regulation of adrenergic receptor signaling pathway involved in positive regulation of heart rate","biological_process","GO:1903246",8
"obsolete positive regulation of adrenergic receptor signaling pathway involved in positive regulation of heart rate","biological_process","GO:1903247",9
"obsolete positive regulation of adrenergic receptor signaling pathway involved in positive regulation of heart rate","biological_process","GO:1903247",12
"obsolete positive regulation of adrenergic receptor signaling pathway involved in positive regulation of heart rate","biological_process","GO:1903247",6
"obsolete positive regulation of adrenergic receptor signaling pathway involved in positive regulation of heart rate","biological_process","GO:1903247",8
"regulation of citrulline biosynthetic process","biological_process","GO:1903248",5
"regulation of citrulline biosynthetic process","biological_process","GO:1903248",8
"negative regulation of citrulline biosynthetic process","biological_process","GO:1903249",7
"negative regulation of citrulline biosynthetic process","biological_process","GO:1903249",8
"positive regulation of citrulline biosynthetic process","biological_process","GO:1903250",8
"positive regulation of citrulline biosynthetic process","biological_process","GO:1903250",7
"multi-ciliated epithelial cell differentiation","biological_process","GO:1903251",7
"hercynylcysteine sulfoxide metabolic process","biological_process","GO:1903252",5
"hercynylcysteine sulfoxide biosynthetic process","biological_process","GO:1903253",6
"hercynylselenocysteine metabolic process","biological_process","GO:1903254",5
"hercynylselenocysteine biosynthetic process","biological_process","GO:1903255",6
"selenoneine metabolic process","biological_process","GO:1903256",6
"selenoneine biosynthetic process","biological_process","GO:1903257",7
"sorbose import across plasma membrane","biological_process","GO:1903258",8
"exon-exon junction complex disassembly","biological_process","GO:1903259",7
"protein localization to mating projection tip","biological_process","GO:1903260",5
"nitrate reductase activity involved in anaerobic electron transport chain","molecular_function","GO:1903264",6
"positive regulation of tumor necrosis factor-mediated signaling pathway","biological_process","GO:1903265",8
"positive regulation of tumor necrosis factor-mediated signaling pathway","biological_process","GO:1903265",7
"regulation of ornithine catabolic process","biological_process","GO:1903266",6
"regulation of ornithine catabolic process","biological_process","GO:1903266",7
"negative regulation of ornithine catabolic process","biological_process","GO:1903267",7
"positive regulation of ornithine catabolic process","biological_process","GO:1903268",7
"ornithine carbamoyltransferase inhibitor complex","cellular_component","GO:1903269",4
"regulation of cytoplasmic translational elongation through polyproline stretches","biological_process","GO:1903270",9
"regulation of cytoplasmic translational elongation through polyproline stretches","biological_process","GO:1903270",10
"negative regulation of cytoplasmic translational elongation through polyproline stretches","biological_process","GO:1903271",9
"negative regulation of cytoplasmic translational elongation through polyproline stretches","biological_process","GO:1903271",11
"positive regulation of cytoplasmic translational elongation through polyproline stretches","biological_process","GO:1903272",11
"positive regulation of cytoplasmic translational elongation through polyproline stretches","biological_process","GO:1903272",9
"regulation of sodium ion export across plasma membrane","biological_process","GO:1903276",12
"regulation of sodium ion export across plasma membrane","biological_process","GO:1903276",10
"negative regulation of sodium ion export across plasma membrane","biological_process","GO:1903277",11
"negative regulation of sodium ion export across plasma membrane","biological_process","GO:1903277",12
"positive regulation of sodium ion export across plasma membrane","biological_process","GO:1903278",12
"positive regulation of sodium ion export across plasma membrane","biological_process","GO:1903278",11
"regulation of calcium:sodium antiporter activity","biological_process","GO:1903279",8
"regulation of calcium:sodium antiporter activity","biological_process","GO:1903279",11
"negative regulation of calcium:sodium antiporter activity","biological_process","GO:1903280",9
"negative regulation of calcium:sodium antiporter activity","biological_process","GO:1903280",8
"positive regulation of calcium:sodium antiporter activity","biological_process","GO:1903281",9
"positive regulation of calcium:sodium antiporter activity","biological_process","GO:1903281",8
"regulation of glutathione peroxidase activity","biological_process","GO:1903282",5
"regulation of glutathione peroxidase activity","biological_process","GO:1903282",6
"negative regulation of glutathione peroxidase activity","biological_process","GO:1903283",7
"negative regulation of glutathione peroxidase activity","biological_process","GO:1903283",6
"positive regulation of glutathione peroxidase activity","biological_process","GO:1903284",7
"positive regulation of glutathione peroxidase activity","biological_process","GO:1903284",6
"positive regulation of hydrogen peroxide catabolic process","biological_process","GO:1903285",7
"regulation of potassium ion import","biological_process","GO:1903286",5
"regulation of potassium ion import","biological_process","GO:1903286",9
"negative regulation of potassium ion import across plasma membrane","biological_process","GO:1903287",6
"negative regulation of potassium ion import across plasma membrane","biological_process","GO:1903287",9
"positive regulation of potassium ion import across plasma membrane","biological_process","GO:1903288",9
"positive regulation of potassium ion import across plasma membrane","biological_process","GO:1903288",6
"obsolete regulation of ATP catabolic process","biological_process","GO:1903289",NA
"obsolete negative regulation of ATP catabolic process","biological_process","GO:1903290",NA
"obsolete positive regulation of ATP catabolic process","biological_process","GO:1903291",NA
"protein localization to Golgi membrane","biological_process","GO:1903292",8
"phosphatase complex","cellular_component","GO:1903293",5
"regulation of glutamate secretion, neurotransmission","biological_process","GO:1903294",6
"regulation of glutamate secretion, neurotransmission","biological_process","GO:1903294",5
"negative regulation of glutamate secretion, neurotransmission","biological_process","GO:1903295",7
"negative regulation of glutamate secretion, neurotransmission","biological_process","GO:1903295",5
"positive regulation of glutamate secretion, neurotransmission","biological_process","GO:1903296",7
"positive regulation of glutamate secretion, neurotransmission","biological_process","GO:1903296",5
"regulation of hypoxia-induced intrinsic apoptotic signaling pathway","biological_process","GO:1903297",7
"regulation of hypoxia-induced intrinsic apoptotic signaling pathway","biological_process","GO:1903297",8
"negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway","biological_process","GO:1903298",8
"regulation of hexokinase activity","biological_process","GO:1903299",7
"negative regulation of hexokinase activity","biological_process","GO:1903300",7
"negative regulation of hexokinase activity","biological_process","GO:1903300",6
"positive regulation of hexokinase activity","biological_process","GO:1903301",6
"positive regulation of hexokinase activity","biological_process","GO:1903301",7
"regulation of pyruvate kinase activity","biological_process","GO:1903302",7
"negative regulation of pyruvate kinase activity","biological_process","GO:1903303",6
"negative regulation of pyruvate kinase activity","biological_process","GO:1903303",7
"positive regulation of pyruvate kinase activity","biological_process","GO:1903304",8
"positive regulation of pyruvate kinase activity","biological_process","GO:1903304",7
"regulation of regulated secretory pathway","biological_process","GO:1903305",7
"regulation of regulated secretory pathway","biological_process","GO:1903305",8
"negative regulation of regulated secretory pathway","biological_process","GO:1903306",7
"negative regulation of regulated secretory pathway","biological_process","GO:1903306",8
"positive regulation of regulated secretory pathway","biological_process","GO:1903307",7
"positive regulation of regulated secretory pathway","biological_process","GO:1903307",8
"regulation of mRNA metabolic process","biological_process","GO:1903311",7
"negative regulation of mRNA metabolic process","biological_process","GO:1903312",7
"positive regulation of mRNA metabolic process","biological_process","GO:1903313",7
"regulation of nitrogen cycle metabolic process","biological_process","GO:1903314",5
"negative regulation of nitrogen cycle metabolic process","biological_process","GO:1903315",5
"negative regulation of nitrogen cycle metabolic process","biological_process","GO:1903315",6
"positive regulation of nitrogen cycle metabolic process","biological_process","GO:1903316",6
"positive regulation of nitrogen cycle metabolic process","biological_process","GO:1903316",5
"regulation of protein maturation","biological_process","GO:1903317",6
"negative regulation of protein maturation","biological_process","GO:1903318",6
"negative regulation of protein maturation","biological_process","GO:1903318",7
"positive regulation of protein maturation","biological_process","GO:1903319",7
"positive regulation of protein maturation","biological_process","GO:1903319",6
"regulation of protein modification by small protein conjugation or removal","biological_process","GO:1903320",7
"regulation of protein modification by small protein conjugation or removal","biological_process","GO:1903320",8
"negative regulation of protein modification by small protein conjugation or removal","biological_process","GO:1903321",8
"positive regulation of protein modification by small protein conjugation or removal","biological_process","GO:1903322",8
"regulation of snoRNA metabolic process","biological_process","GO:1903323",9
"regulation of snoRNA metabolic process","biological_process","GO:1903323",7
"negative regulation of snoRNA metabolic process","biological_process","GO:1903324",7
"negative regulation of snoRNA metabolic process","biological_process","GO:1903324",9
"positive regulation of snoRNA metabolic process","biological_process","GO:1903325",9
"positive regulation of snoRNA metabolic process","biological_process","GO:1903325",7
"regulation of tRNA metabolic process","biological_process","GO:1903326",7
"regulation of tRNA metabolic process","biological_process","GO:1903326",9
"negative regulation of tRNA metabolic process","biological_process","GO:1903327",9
"negative regulation of tRNA metabolic process","biological_process","GO:1903327",7
"positive regulation of tRNA metabolic process","biological_process","GO:1903328",7
"positive regulation of tRNA metabolic process","biological_process","GO:1903328",9
"regulation of iron-sulfur cluster assembly","biological_process","GO:1903329",6
"regulation of iron-sulfur cluster assembly","biological_process","GO:1903329",4
"negative regulation of iron-sulfur cluster assembly","biological_process","GO:1903330",5
"negative regulation of iron-sulfur cluster assembly","biological_process","GO:1903330",6
"positive regulation of iron-sulfur cluster assembly","biological_process","GO:1903331",6
"positive regulation of iron-sulfur cluster assembly","biological_process","GO:1903331",5
"regulation of protein folding","biological_process","GO:1903332",4
"negative regulation of protein folding","biological_process","GO:1903333",5
"negative regulation of protein folding","biological_process","GO:1903333",4
"positive regulation of protein folding","biological_process","GO:1903334",5
"positive regulation of protein folding","biological_process","GO:1903334",4
"regulation of vacuolar transport","biological_process","GO:1903335",5
"regulation of vacuolar transport","biological_process","GO:1903335",6
"negative regulation of vacuolar transport","biological_process","GO:1903336",6
"negative regulation of vacuolar transport","biological_process","GO:1903336",5
"positive regulation of vacuolar transport","biological_process","GO:1903337",6
"positive regulation of vacuolar transport","biological_process","GO:1903337",5
"regulation of cell wall organization or biogenesis","biological_process","GO:1903338",4
"negative regulation of cell wall organization or biogenesis","biological_process","GO:1903339",5
"negative regulation of cell wall organization or biogenesis","biological_process","GO:1903339",4
"positive regulation of cell wall organization or biogenesis","biological_process","GO:1903340",5
"positive regulation of cell wall organization or biogenesis","biological_process","GO:1903340",4
"regulation of meiotic DNA double-strand break formation","biological_process","GO:1903341",8
"regulation of meiotic DNA double-strand break formation","biological_process","GO:1903341",5
"negative regulation of meiotic DNA double-strand break formation","biological_process","GO:1903342",8
"negative regulation of meiotic DNA double-strand break formation","biological_process","GO:1903342",5
"positive regulation of meiotic DNA double-strand break formation","biological_process","GO:1903343",6
"positive regulation of meiotic DNA double-strand break formation","biological_process","GO:1903343",5
"regulation of protein polyglycylation","biological_process","GO:1903344",8
"regulation of protein polyglycylation","biological_process","GO:1903344",7
"negative regulation of protein polyglycylation","biological_process","GO:1903345",8
"positive regulation of protein polyglycylation","biological_process","GO:1903346",8
"negative regulation of bicellular tight junction assembly","biological_process","GO:1903347",8
"negative regulation of bicellular tight junction assembly","biological_process","GO:1903347",6
"positive regulation of bicellular tight junction assembly","biological_process","GO:1903348",6
"positive regulation of bicellular tight junction assembly","biological_process","GO:1903348",8
"omegasome membrane","cellular_component","GO:1903349",5
"omegasome membrane","cellular_component","GO:1903349",4
"response to dopamine","biological_process","GO:1903350",7
"cellular response to dopamine","biological_process","GO:1903351",8
"L-ornithine transmembrane transport","biological_process","GO:1903352",8
"regulation of nucleus organization","biological_process","GO:1903353",6
"regulation of distal tip cell migration","biological_process","GO:1903354",7
"regulation of distal tip cell migration","biological_process","GO:1903354",8
"negative regulation of distal tip cell migration","biological_process","GO:1903355",8
"negative regulation of distal tip cell migration","biological_process","GO:1903355",7
"positive regulation of distal tip cell migration","biological_process","GO:1903356",7
"positive regulation of distal tip cell migration","biological_process","GO:1903356",8
"regulation of transcription initiation by RNA polymerase I","biological_process","GO:1903357",10
"regulation of transcription initiation by RNA polymerase I","biological_process","GO:1903357",6
"regulation of Golgi organization","biological_process","GO:1903358",6
"lateral cortical node assembly","biological_process","GO:1903359",7
"protein localization to lateral cortical node","biological_process","GO:1903360",8
"protein localization to basolateral plasma membrane","biological_process","GO:1903361",7
"regulation of fear response","biological_process","GO:1903365",4
"regulation of fear response","biological_process","GO:1903365",6
"negative regulation of fear response","biological_process","GO:1903366",5
"negative regulation of fear response","biological_process","GO:1903366",6
"positive regulation of fear response","biological_process","GO:1903367",5
"positive regulation of fear response","biological_process","GO:1903367",6
"regulation of foraging behavior","biological_process","GO:1903368",5
"regulation of foraging behavior","biological_process","GO:1903368",4
"negative regulation of foraging behavior","biological_process","GO:1903369",5
"positive regulation of foraging behavior","biological_process","GO:1903370",5
"regulation of endoplasmic reticulum tubular network organization","biological_process","GO:1903371",7
"regulation of endoplasmic reticulum tubular network organization","biological_process","GO:1903371",6
"negative regulation of endoplasmic reticulum tubular network organization","biological_process","GO:1903372",7
"positive regulation of endoplasmic reticulum tubular network organization","biological_process","GO:1903373",7
"obsolete subarachnoid space development","biological_process","GO:1903374",4
"obsolete subarachnoid space development","biological_process","GO:1903374",5
"facioacoustic ganglion development","biological_process","GO:1903375",7
"facioacoustic ganglion development","biological_process","GO:1903375",9
"regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","biological_process","GO:1903376",9
"regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","biological_process","GO:1903376",8
"negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","biological_process","GO:1903377",8
"negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","biological_process","GO:1903377",9
"positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","biological_process","GO:1903378",9
"positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway","biological_process","GO:1903378",8
"regulation of mitotic chromosome condensation","biological_process","GO:1903379",6
"regulation of mitotic chromosome condensation","biological_process","GO:1903379",8
"positive regulation of mitotic chromosome condensation","biological_process","GO:1903380",8
"positive regulation of mitotic chromosome condensation","biological_process","GO:1903380",6
"regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway","biological_process","GO:1903381",8
"regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway","biological_process","GO:1903381",9
"negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway","biological_process","GO:1903382",8
"negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway","biological_process","GO:1903382",9
"regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway","biological_process","GO:1903383",8
"regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway","biological_process","GO:1903383",10
"negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway","biological_process","GO:1903384",10
"negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway","biological_process","GO:1903384",9
"regulation of homophilic cell adhesion","biological_process","GO:1903385",4
"regulation of homophilic cell adhesion","biological_process","GO:1903385",7
"negative regulation of homophilic cell adhesion","biological_process","GO:1903386",5
"negative regulation of homophilic cell adhesion","biological_process","GO:1903386",7
"positive regulation of homophilic cell adhesion","biological_process","GO:1903387",5
"positive regulation of homophilic cell adhesion","biological_process","GO:1903387",7
"regulation of synaptic vesicle uncoating","biological_process","GO:1903388",11
"regulation of synaptic vesicle uncoating","biological_process","GO:1903388",7
"negative regulation of synaptic vesicle uncoating","biological_process","GO:1903389",8
"negative regulation of synaptic vesicle uncoating","biological_process","GO:1903389",11
"positive regulation of synaptic vesicle uncoating","biological_process","GO:1903390",8
"positive regulation of synaptic vesicle uncoating","biological_process","GO:1903390",11
"regulation of adherens junction organization","biological_process","GO:1903391",5
"regulation of adherens junction organization","biological_process","GO:1903391",7
"negative regulation of adherens junction organization","biological_process","GO:1903392",7
"negative regulation of adherens junction organization","biological_process","GO:1903392",6
"positive regulation of adherens junction organization","biological_process","GO:1903393",6
"positive regulation of adherens junction organization","biological_process","GO:1903393",7
"protein localization to kinetochore involved in kinetochore assembly","biological_process","GO:1903394",10
"protein localization to kinetochore involved in kinetochore assembly","biological_process","GO:1903394",7
"regulation of secondary cell septum biogenesis","biological_process","GO:1903395",6
"regulation of secondary cell septum biogenesis","biological_process","GO:1903395",5
"negative regulation of secondary cell septum biogenesis","biological_process","GO:1903396",5
"negative regulation of secondary cell septum biogenesis","biological_process","GO:1903396",7
"positive regulation of secondary cell septum biogenesis","biological_process","GO:1903397",5
"positive regulation of secondary cell septum biogenesis","biological_process","GO:1903397",7
"regulation of m7G(5')pppN diphosphatase activity","biological_process","GO:1903398",6
"positive regulation of m7G(5')pppN diphosphatase activity","biological_process","GO:1903399",7
"L-lysine transmembrane transport","biological_process","GO:1903401",8
