genes,WTvsMu_lfc,WTvsMu_FDR,IRvsMock_lfc,IRvsMock_FDR,Interaction_lfc,Interaction_FDR
Actr1a,-0.091499923,0.999574161,0.286807581,0.350907422,-0.39332102,0.3360143
Hexa,0.333698005,0.843902525,0.264860034,0.306227815,-0.652625762,0.031512132
Limd1,-0.211872679,0.999574161,0.189742049,0.623325855,-0.631538808,0.133058536
Sacm1l,0.053327085,0.999574161,0.505182338,0.06075239,-0.830277198,0.015317286
Lztfl1,-0.313116898,0.402368121,-0.431725826,0.006644749,-0.128542495,0.65493838
Tbl1x,-0.214671909,0.999574161,0.614129524,0.007005352,-0.471338971,0.153172689
Zfhx4,-1.257976252,0.999574161,-1.919291507,0.588677661,5.455281387,NA
Hsd17b10,-0.226832764,0.999574161,0.840717545,0.003122562,-0.484616111,0.268721639
Tsr2,0.010959379,0.999574161,1.768063567,5.88337E-18,-0.787566847,0.00749396
Fgd1,-0.512046242,0.999574161,1.358262797,0.089118067,0.329323887,0.82254648
Maged2,0.281883026,0.999574161,-0.879837505,0.060112979,0.888158387,0.164948395
Alas2,-1.875428559,0.999574161,-1.535910291,0.493975274,-0.815057585,0.815057788
Tro,0.189886527,0.999574161,-0.731027753,0.479069143,0.449977325,0.773831986
Dnase1l3,0.353076444,0.999574161,-0.377752841,0.354125202,0.113801069,0.86740045
Prdx4,0.185795671,0.999574161,0.367516649,0.273426565,-0.566741438,0.192056258
Sp4,-0.094414955,0.999574161,0.156599599,0.633391867,-0.379005777,0.324517344
Padi4,0.258586522,0.999574161,-0.631907677,0.528130103,1.612127625,0.153241119
Itga7,-1.59496712,0.911858097,0.122230428,0.953132655,2.362764355,0.150553293
Rdh5,0.002767137,0.999574161,-0.388608295,0.281917637,0.144765642,0.81267706
Cd63,-0.1428133,0.999574161,-0.47474128,0.613471163,0.078020439,0.959174985
Gdf11,0.123167893,0.999574161,-0.920330944,5.38224E-05,-0.952851456,0.00205759
Ormdl2,0.005019799,0.999574161,1.204392713,6.98346E-06,-1.087643453,0.003115913
Dgka,-0.12597989,0.999574161,-2.079922118,6.32168E-12,1.388090894,0.000862785
Cdk2,-0.260727201,0.999574161,0.020148189,0.961667769,-0.611149378,0.040796195
Pmel,-0.169494431,0.999574161,-1.801851417,0.000271729,1.140170964,0.115234188
Pa2g4,0.042373826,0.999574161,2.973153694,1.08806E-34,-0.627608862,0.093193437
Esyt1,-0.133361939,0.999574161,-1.522036978,3.69017E-14,-0.416699708,0.195515651
Aatk,0.76772733,0.840185128,-0.932690117,0.102948332,0.520917252,0.564812285
Atp5b,-0.069458666,0.999574161,1.740429429,1.45126E-11,-0.998078169,0.00617737
Prim1,-0.151509579,0.999574161,1.339541016,1.61426E-05,-0.472167394,0.356855071
Myo1a,0.810170499,0.999574161,2.606920211,0.000461688,-1.634957151,0.134829407
Shmt2,-0.022150247,0.999574161,3.085175812,3.88137E-55,-0.764447914,0.00749396
Gli1,0.202843677,0.999574161,-0.734462728,0.192201406,0.636996997,0.437603426
Pias2,-0.179373261,0.999574161,0.231527482,0.427915613,-0.50404983,0.148740271
Atp5a1,-0.068902944,0.999574161,1.417730601,8.12399E-09,-0.715095303,0.047294892
Crisp3,0.630526613,0.874528412,-2.544377,4.94374E-08,-1.445184261,0.046514789
Clns1a,-0.097229779,0.999574161,1.733108046,1.27614E-12,-0.78745251,0.026771638
Scart1,0.126926912,0.999574161,0.594371382,0.682913652,0.680417609,0.732639635
Adam8,0.05329213,0.999574161,0.510358853,0.145220568,2.051246815,9.22447E-08
Adgra1,-0.385416704,0.999574161,-0.041459413,0.978737461,2.398728622,0.052565447
Inpp5a,-0.325857183,0.999574161,-1.27797102,5.33351E-06,0.883601895,0.02647722
Dpysl4,-0.369569969,0.999574161,-0.700935054,0.683102709,1.701122659,0.392894829
Syce1,-4.82822638,0.351061406,1.910197284,0.413791428,2.35273735,0.519928175
Urah,-1.504981345,0.999574161,4.647862691,0.051682502,2.356071647,0.54586235
Odf3,0.423736344,0.999574161,2.403366567,0.010472076,-0.355355687,0.845846207
Ifitm5,0.04310951,0.999574161,-0.483403607,0.660099493,-0.087588568,0.959635107
Ifitm1,1.864563362,0.68012956,0.639500353,0.66751846,-0.191105935,0.932177529
Ifitm3,0.197792606,0.999574161,-0.690693865,0.160175931,0.869303947,0.186885501
Sigirr,-0.30285408,0.999574161,-1.058719774,1.71255E-05,0.643533452,0.073977264
Irf7,-0.332951563,0.999574161,-0.962742523,0.008722476,0.695095989,0.19879998
Lmntd2,-0.081097987,0.999574161,-1.27176739,0.000194819,0.621601775,0.242870061
Taldo1,0.002359579,0.999574161,0.550294528,0.091651803,-0.547332261,0.234203973
Eps8l2,0.215090755,0.999574161,0.060426349,0.978578441,1.282070871,0.547079569
Pidd1,0.029104368,0.999574161,1.041113893,0.000566351,3.189338937,1.72851E-19
Muc2,-1.678120146,0.999574161,0.400104357,0.882956904,3.225321931,NA
Tmem192,0.035417632,0.999574161,-0.01759731,0.966040108,-0.381312234,0.243960498
Tmc6,-0.144236433,0.999574161,-0.965056097,0.000464174,0.951927028,0.011260498
Rbfox3,0.341228565,0.999574161,0.982197267,0.660099493,1.118544374,0.709624623
Cbx2,-0.259105439,0.999574161,0.646709609,0.12894543,-0.711329892,0.236420343
Cbx8,-0.175370142,0.999574161,0.280199707,0.599217859,-0.92719455,0.112507437
Eif4a3,-0.208835678,0.999574161,1.641277264,2.61004E-10,-0.666653367,0.089168942
Nptx1,-0.580236416,0.999574161,-0.871150867,0.60036684,2.559827998,0.160415387
Tma16,-0.153325283,0.999574161,1.825247646,9.15755E-33,-0.439038969,0.059207083
Dach2,-0.200110309,0.999574161,0.69899935,0.20526903,1.447540234,0.030417663
Copg2,-0.146338776,0.999574161,0.425390312,0.233284102,-0.424352334,0.401925329
Podxl,-0.25638938,0.999574161,0.182298322,0.838085762,-0.059270414,0.960968061
Bach1,-0.121158635,0.999574161,-0.285817218,0.102409739,-0.017745361,0.959174985
Cct8,0.068874792,0.999574161,2.408366197,2.66946E-23,-1.330473055,5.21734E-05
Shisa5,-0.096668489,0.999574161,-1.198023999,1.25589E-09,0.471378165,0.117328396
Pfkfb4,-0.115260026,0.999574161,-1.01700243,1.01211E-08,0.105873871,0.767980603
Col7a1,-0.494677549,0.999574161,0.831728168,0.100648956,1.012859097,0.136548298
Arhgef9,-0.102988344,0.999574161,-0.417163235,0.458511689,2.662694384,1.2011E-06
Cnksr2,0.641542456,0.999574161,-0.278535633,0.860512918,1.145745985,0.49049054
Alox5,0.849144701,0.999574161,-0.257336815,0.851483226,1.392353113,0.303098031
Marchf8,0.291236913,0.999574161,-0.412859098,0.249854402,0.20397914,0.729881746
Slc28a1,-1.064587753,0.999574161,4.869797363,0.001948159,1.566752082,0.60224067
Rab40c,-0.146517228,0.999574161,0.13529743,0.787678141,1.861830873,1.1311E-05
Mcrip2,-0.178042901,0.999574161,1.495344356,0.02033062,-1.479154731,0.110314726
Jmjd8,-0.060129483,0.999574161,1.02559775,0.000192154,-0.722640407,0.06848233
Sdc3,0.606440752,0.809408331,-1.006191381,0.011384006,-0.092154549,0.906924112
Agbl1,-0.495471174,0.999574161,-1.681430661,0.005664508,1.436092597,0.094498892
Hspa4l,0.012700459,0.999574161,0.416642467,0.486828195,-1.505773714,0.020135791
Mfsd8,-0.159846747,0.999574161,-0.441940624,0.031066534,0.065997745,0.86713135
D3Ertd751e,0.139709802,0.999574161,-0.404139895,0.070200832,-0.034686603,0.93748002
Crispld1,-0.543361872,0.999574161,-0.842554802,0.351779044,0.434605955,0.764942239
Itih5,-0.286913981,0.999574161,-1.786351317,1.89533E-08,-0.084827308,0.900797959
Atp5c1,-0.118619781,0.999574161,1.012873633,0.00012461,-0.752412964,0.045302474
Exosc7,-0.125581348,0.999574161,1.634194428,6.10553E-08,-0.951256295,0.028625438
Rassf3,-0.032828774,0.999574161,-1.670200344,8.91509E-17,0.318106822,0.353383224
Ccr1,0.159591959,0.999574161,0.35703075,0.569873229,-1.003825343,0.154798731
Nudt5,-0.055214259,0.999574161,1.621642666,8.59728E-07,0.287175982,0.64186255
Pramel6,-0.313167338,0.999574161,-1.823485944,0.002077411,1.199785479,0.167657128
Prkar1b,0.237357627,0.999574161,-0.625426219,0.260732073,0.467753596,0.578402975
Dnaaf5,-0.227455618,0.999574161,0.569077086,0.063355368,-0.597652867,0.16040245
Cplx2,-0.562131582,0.999574161,-2.440180027,7.58375E-05,1.291636378,0.166216673
Higd2a,-0.068827346,0.999574161,-0.28707814,0.455481612,0.074934523,0.905442521
Nop16,-0.151177247,0.999574161,2.336859443,3.00828E-26,-1.0736767,0.000473518
Thoc3,-0.178758605,0.999574161,1.240609612,2.54261E-10,-0.679166702,0.015898554
Tspan17,0.443323631,0.999574161,-2.202903527,0.000124687,0.30221805,0.786987775
Unc5a,0.550424275,0.999574161,-1.269778214,0.048533517,0.706844846,0.485839991
Hk3,1.213840089,0.001435629,-0.374614821,0.362170989,-0.593932216,0.257188545
Casp12,0.269633719,0.999574161,-1.036183017,0.473381798,0.296369091,0.899601215
Snca,-9.873440863,0.015617574,-1.357736156,0.757851881,-0.424526618,0.95155218
Kbtbd3,-0.055389423,0.999574161,0.086509118,0.857605563,-0.275283506,0.619184685
Aasdhppt,-0.04410318,0.999574161,1.59129524,5.34997E-10,-1.020397588,0.00461057
Adhfe1,0.539106514,0.995037433,1.934625099,9.54444E-07,-1.166062047,0.041343478
Mybl1,1.025701148,0.536448709,-0.019379375,0.981038045,3.086299151,4.47101E-06
Sgk3,-0.020354359,0.999574161,-0.325947468,0.100959298,-0.355923319,0.195184294
Rdh10,-0.169101681,0.999574161,0.303531741,0.441769859,-0.602507717,0.214201183
Tfap2b,-0.137613509,0.999574161,-0.944273382,0.212656758,1.21523036,0.231098267
Paqr8,0.337606817,0.999574161,-0.6127008,0.127016624,-0.344566632,0.598856381
Tmem14a,0.338784958,0.999574161,-0.4740435,0.528927865,0.280879101,0.804512899
Tram1,-0.032835907,0.999574161,0.122254397,0.788274534,-0.270508775,0.623913752
Slco5a1,-0.601435693,0.750629678,-0.658052189,0.102621135,0.538771392,0.365763111
Idh1,0.20287511,0.999574161,-0.373704042,0.295777705,0.0123204,0.985535002
Fastkd2,-0.097861967,0.999574161,1.884229,6.35459E-12,-0.978798467,0.012697694
Adam23,0.337008669,0.999574161,-0.314701622,0.616126733,-0.017426733,0.985927477
Nrp2,0.675359938,0.717430316,-0.013413292,0.981476684,-0.314896191,0.665013075
Rftn2,-0.112377363,0.999574161,-1.030495647,0.000129482,0.422690033,0.332782959
Hspd1,0.195676169,0.999574161,3.23277315,8.00753E-24,-1.878767374,1.38545E-05
Slc40a1,0.75330684,0.741967236,-0.554292959,0.301403543,-0.025312671,0.980729662
Wdr75,0.02658924,0.999574161,2.323786266,1.05412E-25,-1.156397846,0.000143361
Ctla4,0.13583055,0.999574161,0.252725257,0.793811367,1.402799812,0.138453626
Wdr12,0.031686521,0.999574161,1.855561808,6.52178E-18,-0.646884311,0.043652992
Nop58,-0.016594988,0.999574161,2.524801288,4.22771E-47,-1.221151026,1.36586E-07
Cdk15,-0.159512701,0.999574161,-0.39034844,0.68490677,2.0231274,0.034089281
Stradb,-0.233114584,0.999574161,-0.766841846,0.011494649,0.221654724,0.686208615
Casp8,-0.018022893,0.999574161,-0.333128991,0.011202549,-0.039809303,0.877055695
Orc2,0.031286912,0.999574161,1.7365244,4.66586E-15,-0.890915034,0.004599497
Sgo2a,0.506963549,0.999574161,0.568136269,0.270658692,-1.046595266,0.103217997
Col5a2,-0.764807271,0.999574161,0.058650744,0.97498244,1.135916518,0.465564841
Col3a1,-0.721192573,0.999574161,0.210789363,0.861770658,0.650084107,0.638820249
Ercc5,0.118192768,0.999574161,0.153436406,0.581772622,2.503448927,6.7145E-25
Tex30,-0.229247519,0.999574161,1.051913852,0.00128696,-0.896549829,0.052112298
Ecrg4,-0.153804468,0.999574161,0.831892516,0.446558653,-0.950551616,0.545614624
Il1r1,0.126270645,0.999574161,-0.307499189,0.711970578,0.349474258,0.75745229
Il1r2,1.583634913,0.892199085,1.469723748,0.238408364,0.417985847,0.845375563
Chst10,0.801253315,0.017311182,2.302062607,9.33505E-22,-1.10477969,0.00097679
Mrpl30,-0.195827239,0.999574161,1.026633133,0.000839749,-0.748030879,0.092041509
Asnsd1,-0.000886577,0.999574161,0.658136644,0.023342489,-0.782791407,0.044662316
Ormdl1,-0.120270659,0.999574161,0.410514134,0.207000181,-0.734756368,0.071755941
Unc50,-0.109809924,0.999574161,0.222309428,0.582598558,-0.295320309,0.585236601
Inpp4a,0.47634021,0.288016382,-0.513468397,0.024721487,0.243761778,0.516546409
Ptpn18,-0.038187797,0.999574161,-0.622128413,4.78745E-05,0.194570523,0.457787284
Imp4,-0.033126542,0.999574161,1.508572648,6.60363E-17,-0.853290775,0.000650679
Fam135a,0.280510499,0.999574161,-0.120457262,0.911093175,0.156234838,0.904526139
Sdhaf4,-0.01162297,0.999574161,-0.153523264,0.815981057,-0.105234587,0.905442521
B3gat2,-0.309061924,0.999574161,-0.313382914,0.396710368,-0.037189946,0.954845224
Sphkap,1.920902146,0.999574161,2.129142044,0.488942962,0.688704311,NA
Wnt10a,-0.5000632,0.999574161,2.627290692,2.88804E-07,0.341434032,0.737711197
Cyp27a1,-0.051256044,0.999574161,-1.226576829,6.94709E-07,0.230749497,0.617714077
Vil1,-0.42782182,0.999574161,1.512549049,0.044462155,0.513216893,0.702625073
Ctdsp1,-0.099880585,0.999574161,-0.105197629,0.624674966,-0.157453398,0.5766916
Slc11a1,0.700541508,0.268886249,-0.335534836,0.384264622,0.203075083,0.737099279
Ppm1f,-0.130097965,0.999574161,1.01507694,0.000375754,-0.712633427,0.084431257
Igfbp5,-0.578421193,0.999574161,-0.145404355,0.965017361,2.499698612,NA
Xrcc5,0.08679782,0.999574161,1.812728327,1.66109E-19,-0.683622401,0.019199963
Atic,0.064195601,0.999574161,2.482912591,8.66655E-28,-1.34223857,1.17037E-05
Zfand2b,-0.129862169,0.999574161,-0.17127439,0.660731762,-0.307656599,0.533475284
Abcb6,0.006214418,0.999574161,1.795213149,5.42243E-19,-0.949428524,0.000784371
Tuba4a,0.085953666,0.999574161,1.400325422,1.04658E-06,-1.80621448,9.54327E-07
Ptprn,0.515167967,0.999574161,1.0185778,0.488081638,-0.091815997,0.971553328
Slc23a3,-0.259616321,0.999574161,1.9438314,0.020375452,-0.593896904,0.697090936
Speg,-0.719405317,0.999574161,-0.428881253,0.696299094,1.347207449,0.27001479
Des,-0.681257661,0.999574161,-0.087754861,0.9567589,0.818351851,0.578885926
Dnpep,-0.062985011,0.999574161,0.689348472,0.005065056,-0.739990753,0.026765922
Obsl1,-0.038587793,0.999574161,1.083918578,0.484702772,0.385749664,0.875936992
Stk11ip,-0.201872056,0.999574161,-0.80537815,0.00022037,0.234532301,0.541782009
4933407L21Rik,0.155762937,0.999574161,-0.389807723,0.597677246,0.286548667,0.788622268
2810459M11Rik,-0.091710127,0.999574161,0.053903458,0.978388904,0.021510917,0.991901442
Ncl,0.221565261,0.999574161,2.680077611,7.89664E-43,-0.722980982,0.010910132
Ptma,-0.100439029,0.999574161,1.769745084,1.50969E-10,-0.205872105,0.706088486
Farsb,-0.059961378,0.999574161,1.427512064,1.18563E-08,-1.003128326,0.004074212
Serpine2,0.128753047,0.999574161,-0.090794941,0.844068702,2.573318378,1.48178E-13
Efhd1,-0.706739965,0.999574161,-0.222253975,0.895704476,0.129055476,0.953358823
Ngef,-0.318911106,0.999574161,-0.489554435,0.886710806,4.084395656,NA
Bok,-0.620227431,0.999574161,0.313507593,0.776893704,-0.484005433,0.747893503
Ing5,-0.087390893,0.999574161,0.928112774,9.41327E-07,-0.791082935,0.00232591
Pdcd1,0.204353668,0.999574161,0.612437213,0.55424052,0.765885336,0.580053064
Iqca,-0.017163887,0.999574161,-2.229676389,0.285180616,4.293582132,0.07197083
Mlph,0.342335619,0.999574161,-0.027510828,0.979838575,1.272424501,0.239824329
Scly,-0.00940019,0.999574161,-0.131392708,0.428774767,-0.171474903,0.445701051
Asb1,-0.10468757,0.999574161,-0.515938569,0.03321241,-0.158161684,0.717702365
Hdac4,-0.079195305,0.999574161,0.935041371,0.000261948,2.382719518,6.32597E-15
Serpinb8,-0.263364081,0.999574161,-1.3878065,0.014601799,1.521758142,0.047520367
Actr3,-0.090980027,0.999574161,0.359180973,0.12550803,-0.656905843,0.024083521
Slc35f5,0.410733185,0.918177186,-0.222411038,0.580384213,-0.468847486,0.336803322
Lct,0.278468298,0.999574161,2.079952292,0.00067041,-0.570085465,0.603957997
Mcm6,0.148149991,0.999574161,1.509803876,4.05608E-08,-1.739345847,1.03568E-06
Dars,0.055781333,0.999574161,1.743736653,7.56185E-12,-1.050262362,0.003279538
Rgs18,0.065193194,0.999574161,0.007477335,0.987812982,1.994520112,9.54327E-07
Rgs1,1.306918256,0.217982184,0.535605748,0.443679809,-1.267391543,0.121346853
Rgs2,-0.34272831,0.961581296,0.037391123,0.936870573,-0.49571309,0.207995336
Nifk,0.009497282,0.999574161,2.621473399,1.01504E-33,-1.264569869,1.60491E-05
Marco,0.963630028,0.37390254,1.874139989,3.59016E-05,0.638328589,0.39783839
Nek7,0.0023144,0.999574161,-0.507731893,0.000219038,-0.369097224,0.061302467
Ptprc,-0.102391986,0.999574161,0.008537635,0.976874676,-0.819375794,1.26168E-05
Cd55,-0.33411049,0.860786796,-2.26700374,9.00662E-28,2.041750273,7.37116E-15
Cd55b,-0.32967215,0.999574161,-1.854066803,4.24962E-12,1.395078879,0.000103673
Cacna1s,1.079286257,0.717430316,0.339360141,0.706084101,-0.003256365,0.997836619
Tmem9,-0.338743466,0.999574161,-0.925533088,0.010720782,0.618442077,0.258571948
Pkp1,1.045003395,0.999574161,0.226657953,0.943680695,2.184519683,0.412705456
Tnnt2,0.65436508,0.999574161,0.156033171,0.905599292,0.958785007,0.459698724
Fcamr,0.074549572,0.999574161,-0.743004706,0.067037084,0.422923233,0.513736702
Pigr,-0.258372526,0.999574161,0.05508894,0.907655199,-0.324990425,0.509261327
Il24,-0.323789429,0.999574161,-0.414011068,0.400780111,-0.470637538,0.499474362
Rassf5,-0.11563142,0.999574161,-0.385069646,0.033791137,0.083474299,0.804512899
Avpr1b,-0.984635802,0.999574161,-1.265631275,0.421946163,4.488625521,0.006542867
Rab29,-0.20277136,0.999574161,-0.421599591,0.138403105,0.070452977,0.89314217
Slc45a3,0.578958734,0.589770753,-0.441978273,0.22650906,-0.17946016,0.769290039
Elk4,-0.026471744,0.999574161,-0.118693187,0.63762048,-0.155237464,0.644185921
Cdk18,0.278376902,0.999574161,-0.497974177,0.570632124,1.307400433,0.186885501
Lrrn2,0.657805688,0.999574161,5.342005039,2.46164E-05,1.02814052,0.651512064
Pik3c2b,-0.117032203,0.999574161,-1.660828718,3.6853E-11,0.701462965,0.060440713
Cyb5r1,0.044329747,0.999574161,-0.61141836,0.00067516,0.005637663,0.988977676
Adipor1,-0.199924318,0.999574161,-0.22512317,0.414308468,-0.115558455,0.789828246
Mr1,-0.00490422,0.999574161,-0.769971531,0.000117143,0.211908891,0.550608022
Lamc1,0.073022718,0.999574161,-1.066627757,0.00018019,2.14829403,6.18652E-10
Rgl1,0.065642636,0.999574161,-0.803574925,0.012865388,1.285583322,0.001830429
Niban1,0.263075968,0.999574161,-0.387465637,0.329456752,0.234742585,0.707008374
Parp1,-0.177674463,0.999574161,0.53329487,0.076486952,-0.558025237,0.180830346
Capn2,0.118015983,0.999574161,-0.931077023,3.45164E-06,0.459142984,0.128853911
Tmem63a,0.060677229,0.999574161,-0.965764433,1.03551E-06,0.177739184,0.630923844
Opn3,-0.169557872,0.999574161,0.014362069,0.979482002,-0.729538229,0.122629736
Fh1,-0.17845447,0.999574161,0.633611432,0.013721847,-0.841451785,0.012843962
Spta1,0.08301764,0.999574161,-0.847456123,0.686358269,-1.442044727,0.588951855
Slamf9,-0.899783689,0.238732159,0.266422741,0.609587946,-0.239849671,0.75120402
Vangl2,-0.418280489,0.999574161,-0.876859722,0.069239786,0.678416728,0.344861696
Uck2,0.119878328,0.999574161,3.091809295,1.38048E-42,-1.005514458,0.001694625
Mpzl1,0.812921638,0.251092592,-1.160793321,0.002854539,1.238769993,0.01525905
Dcaf6,-0.103644865,0.999574161,-0.573182887,0.000575156,0.334305231,0.183621814
Xcl1,0.009708033,0.999574161,0.559786674,0.499230089,-0.924659594,0.390857504
Atp1b1,-0.705278263,0.607945913,-1.187500679,0.002613639,0.651339057,0.289209684
Ccdc181,-0.093407944,0.999574161,0.121083218,0.738845609,-0.689263596,0.058135043
F5,-0.077434197,0.999574161,-0.898211269,0.233320266,0.606491548,0.605674842
Selp,-0.301015589,0.999574161,-1.465333199,0.065400573,1.432313599,0.196867735
Sell,-0.202174931,0.865714039,-2.26304264,6.68427E-72,-0.16612175,0.468635428
Sele,-0.329699264,0.999574161,-4.062833699,1.00356E-15,1.095806346,0.168299124
Kifap3,0.018097192,0.999574161,-0.940962288,0.00102454,0.382552367,0.419076512
Prrx1,-0.089932108,0.999574161,0.117406707,0.925108901,1.322405681,0.220019713
Astn1,0.009108193,0.999574161,-0.029703368,0.98100783,0.348309657,0.83315364
Sec16b,0.038585213,0.999574161,-1.544234294,0.000478939,1.004914031,0.116338626
Ralgps2,-0.179877166,0.999574161,-0.640831921,0.001462899,-0.384463404,0.206892995
Soat1,0.055406576,0.999574161,-0.016527417,0.963495365,-0.562479593,0.024957619
Smyd2,0.366448987,0.999574161,2.64078614,8.83417E-24,-0.859721287,0.025924681
Ptpn14,0.512821992,0.299255015,-0.801472089,0.000846471,2.164782071,2.02334E-14
Cenpf,0.554281318,0.852311211,-0.433024599,0.323379061,-0.431625369,0.491716436
Eprs,0.020996343,0.999574161,2.287511988,2.53318E-30,-1.00761473,0.000267598
Cr2,0.287745828,0.999574161,0.887137467,0.000318772,-1.849450795,7.64278E-10
